Word,Frequency,Abc Hash,Qwerty Hash,As name
всемогущество,4,1524415725514,4727521327845,0,0.0
всемогущи,2,152441573,472752138,0,0.0
всемогущий,3,1524415733,4727521381,0,0.0
всему,186,15245,47271,3,0.016129032258064516
всенародно,2,1524154244,4722455625,0,0.0
всенародной,2,15241542443,47224556251,1,0.5
всенощной,2,152447443,472253251,0,0.0
всеобщая,2,15241718,47258347,1,0.5
всеобщего,12,152417214,472583225,0,0.0
всеобщее,6,15241722,47258322,0,0.0
всеобщей,12,15241723,47258321,0,0.0
всеобщем,3,15241724,47258327,0,0.0
всеобщий,2,15241733,47258381,0,0.0
всеобщим,3,15241734,47258387,0,0.0
всеобъемлющее,3,1524172438722,4725832768322,0,0.0
всеобъемлющей,2,1524172438723,4725832768321,0,0.0
всеобъемлющему,2,15241724387245,47258327683271,1,0.5
всеохватывающего,2,1524611571187214,4725344844483225,0,0.0
всероссийском,2,1525455335344,4725577817157,2,1.0
всерь,15,15258,47258,0,0.0
всерьез,24,1525822,4725823,0,0.0
всесильный,3,1525338473,4727868241,0,0.0
всесоюзном,4,1525482444,4727583257,4,1.0
всесоюзные,2,1525482472,4727583242,1,0.5
всесоюзный,5,1525482473,4727583241,0,0.0
всеуслышание,3,152553771432,472176434282,0,0.0
всех,1397,1526,4723,4,0.002863278453829635
всецело,3,1526234,4721265,0,0.0
всею,20,1528,4728,0,0.0
всеядные,2,15282472,47276242,0,0.0
вскакал,2,1531313,4714146,0,0.0
вскакали,2,15313133,47141468,0,0.0
вскакивает,2,1531331125,4714184428,0,0.0
вскакивал,3,153133113,471418446,0,0.0
вскакивала,3,1531331131,4714184464,0,0.0
вскакиваю,2,153133118,471418448,0,0.0
вскакивая,4,153133118,471418447,0,0.0
вскарабкалось,2,1531511313458,4714548146578,0,0.0
вскарабкался,4,153151131358,471454814677,0,0.0
вскидывая,2,153327118,471864447,0,0.0
вский,4,15333,47181,0,0.0
вскинул,2,1533453,4718216,0,0.0
вскинулся,2,153345358,471821677,0,0.0
всклокоченными,2,15334346244743,47165157222478,0,0.0
вского,3,153414,471525,0,0.0
вское,2,15342,47152,0,0.0
всколыхнули,3,15343764533,47156432168,0,0.0
вскользь,2,15343828,47156838,0,0.0
вскоре,102,153452,471552,5,0.049019607843137254
вскормила,2,153454331,471557864,0,0.0
вскочив,4,1534631,4715784,0,0.0
вскочил,50,1534633,4715786,0,0.0
вскочила,22,15346331,47157864,0,0.0
вскочили,5,15346333,47157868,0,0.0
вскочить,8,15346358,47157888,0,0.0
вскрик,2,153533,471581,0,0.0
вскрикивал,4,1535333113,4715818446,0,0.0
вскрикивала,2,15353331131,47158184464,0,0.0
вскрикнул,50,153533453,471581216,0,0.0
вскрикнула,32,1535334531,4715812164,0,0.0
вскрикнули,2,1535334533,4715812168,0,0.0
вскричал,4,15353613,47158746,0,0.0
вскричала,3,153536131,471587464,0,0.0
вскружил,2,15355233,47151686,0,0.0
вскружила,3,153552331,471516864,0,0.0
вскрыть,2,1535758,4715488,0,0.0
всласть,3,1531558,4764788,0,0.0
вслед,144,15322,47626,1,0.006944444444444444
вследствие,191,1532255132,4762678482,1,0.005235602094240838
вслепую,3,1532458,4762518,0,0.0
вслух,67,15356,47613,0,0.0
вслушивалась,2,153573113158,476138446478,0,0.0
вслушивался,4,15357311358,47613844677,0,0.0
вслушиваться,2,153573115858,476138448877,0,0.0
вслушиваясь,11,15357311858,47613844778,0,0.0
всматривались,3,1541553113358,4774858446878,0,0.0
всматривался,7,154155311358,477485844677,0,0.0
всматриваясь,11,154155311858,477485844778,0,0.0
всмотрелся,2,1544552358,4775852677,0,0.0
всо,5,154,475,0,0.0
всплеск,13,1543253,4756271,0,0.0
всплеска,21,15432531,47562714,0,0.0
всплески,15,15432533,47562718,0,0.0
всплесков,34,154325341,475627154,0,0.0
всплеском,4,154325344,475627157,0,0.0
всплеску,3,15432535,47562711,0,0.0
всплеснув,2,154325451,475627214,0,0.0
всплеснула,5,1543254531,4756272164,0,0.0
всплывает,6,154371125,475644428,0,0.0
всплывал,2,15437113,47564446,0,0.0
всплывали,2,154371133,475644468,0,0.0
всплывают,2,154371185,475644488,0,0.0
всплыли,3,1543733,4756468,0,0.0
вспоминает,19,1544434125,4755782428,0,0.0
вспоминается,6,154443412558,475578242877,0,0.0
вспоминаешь,8,15444341278,47557824238,0,0.0
вспоминал,80,154443413,475578246,0,0.0
вспоминала,23,1544434131,4755782464,0,0.0
вспоминали,5,1544434133,4755782468,0,0.0
вспоминались,3,154443413358,475578246878,0,0.0
вспоминалось,3,154443413458,475578246578,0,0.0
вспоминался,4,15444341358,47557824677,0,0.0
вспоминать,24,1544434158,4755782488,0,0.0
вспоминаю,14,154443418,475578248,1,0.07142857142857142
вспоминают,3,1544434185,4755782488,0,0.0
вспоминая,56,154443418,475578247,1,0.017857142857142856
вспомни,3,1544443,4755728,0,0.0
вспомнив,29,15444431,47557284,0,0.0
вспомнил,173,15444433,47557286,1,0.005780346820809248
вспомнила,30,154444331,475572864,0,0.0
вспомнилась,6,15444433158,47557286478,0,0.0
вспомнили,3,154444333,475572868,1,0.3333333333333333
вспомнились,11,15444433358,47557286878,2,0.18181818181818182
вспомнилось,18,15444433458,47557286578,1,0.05555555555555555
вспомнился,2,1544443358,4755728677,0,0.0
вспомним,13,15444434,47557287,1,0.07692307692307693
вспомнит,9,15444435,47557288,0,0.0
вспомните,13,154444352,475572882,1,0.07692307692307693
вспомнить,56,154444358,475572888,0,0.0
вспомню,5,1544448,4755728,0,0.0
вспомогательная,2,154444115238418,475575248268247,0,0.0
вспомогательных,2,154444115238476,475575248268243,0,0.0
вспомоществований,2,15444472551411433,47557532784544281,0,0.0
вспотевших,2,1544521736,4755824383,0,0.0
вспотевшую,2,1544521758,4755824318,0,0.0
вспотел,3,1544523,4755826,0,0.0
вспрыгивает,2,15457131125,47554284428,0,0.0
вспыльчивости,3,1547386314553,4754687845788,0,0.0
вспыльчивость,5,1547386314558,4754687845788,0,0.0
вспыльчивый,2,15473863173,47546878441,0,0.0
вспыхивает,6,1547631125,4754384428,0,0.0
вспыхивал,4,154763113,475438446,0,0.0
вспыхивала,3,1547631131,4754384464,0,0.0
вспыхивали,3,1547631133,4754384468,0,0.0
вспыхивало,3,1547631134,4754384465,0,0.0
вспыхивая,4,154763118,475438447,0,0.0
вспыхнет,2,15476425,47543228,0,0.0
вспыхнув,21,15476451,47543214,0,0.0
вспыхнул,17,15476453,47543216,0,0.0
вспыхнула,18,154764531,475432164,1,0.05555555555555555
вспыхнуло,5,154764534,475432165,0,0.0
вспышек,7,1547723,4754321,0,0.0
вспышка,14,1547731,4754314,0,0.0
вспышками,3,154773143,475431478,0,0.0
вспышках,2,15477316,47543143,0,0.0
вспышке,3,1547732,4754312,0,0.0
вспышки,26,1547733,4754318,0,0.0
вспышкой,4,15477343,47543151,0,0.0
вспышку,3,1547735,4754311,0,0.0
вспять,5,154858,475788,0,0.0
вста,10,1551,4784,0,0.0
встав,16,15511,47844,0,0.0
вставай,10,1551113,4784441,3,0.3
вставайте,2,155111352,478444182,0,0.0
вставал,12,1551113,4784446,0,0.0
вставала,10,15511131,47844464,0,0.0
вставали,11,15511133,47844468,0,0.0
вставало,2,15511134,47844465,0,0.0
вставать,15,15511158,47844488,0,0.0
вставая,49,1551118,4784447,0,0.0
вставив,2,1551131,4784484,0,0.0
вставил,17,1551133,4784486,0,0.0
вставила,3,15511331,47844864,0,0.0
вставить,5,15511358,47844888,0,0.0
вставка,3,1551131,4784414,2,0.6666666666666666
вставки,3,1551133,4784418,0,0.0
вставления,2,1551132438,4784462287,0,0.0
вставлены,2,155113247,478446224,1,0.5
вставляемые,2,15511382472,47844672742,0,0.0
вставляли,2,155113833,478446768,0,0.0
вставлять,2,155113858,478446788,0,0.0
вставляя,4,15511388,47844677,0,0.0
вставши,2,1551173,4784438,0,0.0
встает,4,155125,478428,0,0.0
встал,204,15513,47846,2,0.00980392156862745
встала,66,155131,478464,0,0.0
встали,37,155133,478468,0,0.0
встало,2,155134,478465,0,0.0
встанет,4,1551425,4784228,0,0.0
встанешь,4,15514278,47842238,1,0.25
встань,2,155148,478428,1,0.5
встать,42,155158,478488,3,0.07142857142857142
встаю,6,15518,47848,2,0.3333333333333333
встают,3,155185,478488,0,0.0
встающего,2,155187214,478483225,0,0.0
встраиваются,2,155513118558,478548448877,0,0.0
встреваешь,2,1555211278,4785244238,0,0.0
встревоженно,3,155521422444,478524562225,0,0.0
встревоженные,2,1555214224472,4785245622242,0,0.0
встревоженным,3,1555214224474,4785245622247,0,0.0
встревожилась,2,1555214233158,4785245686478,0,0.0
встревожить,2,15552142358,47852456888,0,0.0
встрепенулась,3,1555242453158,4785252216478,0,0.0
встрепенулся,3,155524245358,478525221677,0,0.0
встретив,22,15552531,47852884,2,0.09090909090909091
встретившие,2,15552531732,47852884382,0,0.0
встретившиеся,2,1555253173258,4785288438277,0,0.0
встретивший,5,15552531733,47852884381,0,0.0
встретившийся,5,1555253173358,4785288438177,0,0.0
встретившись,11,155525317358,478528843878,0,0.0
встретил,79,15552533,47852886,1,0.012658227848101266
встретила,33,155525331,478528864,0,0.0
встретилась,16,15552533158,47852886478,0,0.0
встретили,17,155525333,478528868,0,0.0
встретились,23,15552533358,47852886878,0,0.0
встретился,20,1555253358,4785288677,0,0.0
встретимся,3,1555253458,4785288777,0,0.0
встретит,10,15552535,47852888,0,0.0
встретите,2,155525352,478528882,0,0.0
встретится,4,1555253558,4785288877,0,0.0
встретить,39,155525358,478528888,0,0.0
встретиться,19,15552535858,47852888877,0,0.0
встретишь,5,155525378,478528838,0,0.0
встретятся,2,1555258558,4785287877,0,0.0
встреч,4,155526,478527,0,0.0
встреча,43,1555261,4785274,1,0.023255813953488372
встречавшаяся,2,1555261171858,4785274434777,0,0.0
встречавшиеся,3,1555261173258,4785274438277,0,0.0
встречавшихся,8,1555261173658,4785274438377,0,0.0
встречаем,2,155526124,478527427,0,0.0
встречаемая,4,15552612418,47852742747,0,0.0
встречаемся,3,15552612458,47852742777,0,0.0
встречает,5,155526125,478527428,0,0.0
встречается,33,15552612558,47852742877,1,0.030303030303030304
встречал,37,15552613,47852746,0,0.0
встречала,9,155526131,478527464,0,0.0
встречалась,2,15552613158,47852746478,0,0.0
встречали,14,155526133,478527468,1,0.07142857142857142
встречались,27,15552613358,47852746878,0,0.0
встречало,2,155526134,478527465,0,0.0
встречалось,4,15552613458,47852746578,0,0.0
встречался,10,1555261358,4785274677,0,0.0
встречать,15,155526158,478527488,0,0.0
встречаться,6,15552615858,47852748877,0,0.0
встречах,7,15552616,47852743,0,0.0
встречают,8,155526185,478527488,0,0.0
встречаются,25,15552618558,47852748877,0,0.0
встречающиеся,3,1555261873258,4785274838277,0,0.0
встречающийся,2,1555261873358,4785274838177,0,0.0
встречая,16,15552618,47852747,0,0.0
встречаясь,13,1555261858,4785274778,0,0.0
встрече,35,1555262,4785272,0,0.0
встречей,4,15552623,47852721,0,0.0
встречен,5,15552624,47852722,0,0.0
встреченных,2,15552624476,47852722243,0,0.0
встречено,2,155526244,478527225,0,0.0
встречи,36,1555263,4785278,0,0.0
встречного,2,1555264414,4785272525,0,0.0
встречный,2,155526473,478527241,0,0.0
встречу,22,1555265,4785271,0,0.0
встречусь,2,155526558,478527178,0,0.0
встроенные,3,1555424472,4785522242,0,0.0
встроенный,2,1555424473,4785522241,0,0.0
встроенных,3,1555424476,4785522243,0,0.0
встряхиванье,2,155586311482,478573844282,0,0.0
встряхивая,9,1555863118,4785738447,0,0.0
встряхнув,2,155586451,478573214,0,0.0
встряхнувшись,3,1555864517358,4785732143878,0,0.0
встряхнул,3,155586453,478573216,0,0.0
встряхнуло,2,1555864534,4785732165,0,0.0
встряхнулся,7,15558645358,47857321677,0,0.0
встряхнуться,3,155586455858,478573218877,0,0.0
вступает,9,15554125,47815428,0,0.0
вступал,6,1555413,4781546,0,0.0
вступала,4,15554131,47815464,0,0.0
вступали,6,15554133,47815468,0,0.0
вступать,7,15554158,47815488,0,0.0
вступаться,2,1555415858,4781548877,0,0.0
вступают,5,15554185,47815488,0,0.0
вступая,11,1555418,4781547,0,0.0
вступив,8,1555431,4781584,0,0.0
вступившая,2,1555431718,4781584347,0,0.0
вступившие,3,1555431732,4781584382,0,0.0
вступивших,3,1555431736,4781584383,0,0.0
вступил,21,1555433,4781586,0,0.0
вступила,7,15554331,47815864,0,0.0
вступилась,2,1555433158,4781586478,0,0.0
вступили,13,15554333,47815868,0,0.0
вступился,3,155543358,478158677,0,0.0
вступим,2,1555434,4781587,0,0.0
вступит,8,1555435,4781588,0,0.0
вступите,2,15554352,47815882,0,0.0
вступительной,3,1555435238443,4781588268251,0,0.0
