Word,Frequency,Abc Hash,Qwerty Hash,As name
teh,5,723,215,0,0.0
teidez,9,723228,213417,8,0.8888888888888888
teki,81,7243,2163,62,0.7654320987654321
tel,2,724,216,0,0.0
telecom,2,7242155,2161738,1,0.5
telegram,63,72423615,21615248,0,0.0
telegrams,10,724236156,216152484,0,0.0
telegraph,22,724236163,216152435,6,0.2727272727272727
telegraphed,3,72423616322,21615243514,0,0.0
telegraphic,2,72423616331,21615243537,0,0.0
telegraphing,4,724236163353,216152435385,0,0.0
telegraphis,3,72423616336,21615243534,3,1.0
telemetry,19,724252768,216181222,0,0.0
telepath,11,72426173,21613425,0,0.0
telepathic,14,7242617331,2161342537,1,0.07142857142857142
telepathically,5,72426173311448,21613425374662,0,0.0
telepaths,5,724261736,216134254,0,0.0
telepathy,15,724261738,216134252,0,0.0
telephone,203,724263552,216135381,0,0.0
telephoned,24,7242635522,2161353814,0,0.0
telephones,2,7242635526,2161353814,0,0.0
telephoning,8,72426355353,21613538385,0,0.0
teleport,2,72426567,21613322,0,0.0
telescope,54,724261562,216147331,0,0.0
telescopes,17,7242615626,2161473314,0,0.0
telescopic,2,7242615631,2161473337,0,0.0
telescoping,3,72426156353,21614733385,0,0.0
telethon,5,72427355,21612538,2,0.4
televid,2,7242732,2161834,0,0.0
televiewer,4,7242732826,2161831112,0,0.0
television,79,7242736355,2161834338,0,0.0
tell,5286,7244,2166,70,0.01324252743094968
teller,9,724426,216612,0,0.0
tellers,3,7244266,2166124,0,0.0
tellher,5,7244326,2166512,0,0.0
tellin,14,724435,216638,0,0.0
telling,847,7244353,2166385,0,0.0
tellingher,2,7244353326,2166385512,0,0.0
tellingly,3,724435348,216638562,0,0.0
tellings,3,72443536,21663854,0,0.0
tellme,7,724452,216681,0,0.0
tells,126,72446,21664,2,0.015873015873015872
telltale,4,72447142,21662461,0,0.0
telltales,2,724471426,216624614,0,0.0
tellthe,2,7244732,2166251,0,0.0
telly,5,72448,21662,0,0.0
temp,17,7256,2183,0,0.0
temper,202,725626,218312,0,0.0
temperament,11,72562615257,21831248182,0,0.0
temperamental,2,7256261525714,2183124818246,0,0.0
temperate,7,725626172,218312421,0,0.0
temperature,101,72562617762,21831242221,0,0.0
temperatures,9,725626177626,218312422214,0,0.0
tempered,41,72562622,21831214,0,0.0
tempers,10,7256266,2183124,0,0.0
tempest,21,7256267,2183142,1,0.047619047619047616
tempestuous,5,72562677576,21831422324,0,0.0
temping,7,7256353,2183385,0,0.0
template,5,72564172,21836421,0,0.0
templates,3,725641726,218364214,0,0.0
temple,179,725642,218361,42,0.2346368715083799
temples,61,7256426,2183614,0,0.0
temporal,6,72565614,21833246,0,0.0
temporarily,139,72565616348,21833242362,0,0.0
temporary,147,725656168,218332422,10,0.06802721088435375
temporize,2,725656382,218332371,0,0.0
temporized,12,7256563822,2183323714,0,0.0
temporizing,2,72565638353,21833237385,0,0.0
tempt,14,72567,21832,0,0.0
temptation,74,7256717355,2183242338,0,0.0
temptations,8,72567173556,21832423384,0,0.0
tempted,75,7256722,2183214,0,0.0
tempting,31,72567353,21832385,0,0.0
temptress,2,725676266,218322144,0,0.0
ten,1352,725,218,27,0.019970414201183433
tenable,2,7251142,2184861,0,0.0
tenacious,7,725113576,218473324,0,0.0
tenacity,3,72511378,21847322,0,0.0
tenancy,2,7251518,2184872,0,0.0
tenant,17,725157,218482,0,0.0
tenanted,5,72515722,21848214,0,0.0
tenants,5,7251576,2184824,0,0.0
tenbury,68,7251768,2188222,34,0.5
tend,87,7252,2184,0,0.0
tended,74,725222,218414,0,0.0
tendencies,8,7252251326,2184187314,0,0.0
tendency,41,72522518,21841872,0,0.0
tender,70,725226,218412,0,0.0
tenderhearted,2,7252263216722,2184125142214,0,0.0
tenderly,17,72522648,21841262,0,0.0
tenderness,20,7252265266,2184128144,0,0.0
tending,19,7252353,2184385,0,0.0
tendon,8,725255,218438,0,0.0
tendons,5,7252556,2184384,0,0.0
tendril,6,7252634,2184236,0,0.0
tendrils,31,72526346,21842364,0,0.0
tends,18,72526,21844,0,0.0
tenebrus,2,72521676,21818224,0,0.0
teneret,3,7252627,2181212,2,0.6666666666666666
tenets,3,725276,218124,0,0.0
tenfold,6,7252542,2185364,0,0.0
tenner,2,725526,218812,0,0.0
tennessee,2,725526622,218814411,2,1.0
tennis,30,725536,218834,1,0.03333333333333333
tennoji,7,7255543,2188363,6,0.8571428571428571
tenor,5,72556,21832,0,0.0
tenors,2,725566,218324,0,0.0
tenpin,2,725635,218338,0,0.0
tens,12,7256,2184,0,0.0
tense,198,72562,21841,0,0.0
tensed,48,725622,218414,0,0.0
tensely,37,7256248,2184162,0,0.0
tenser,6,725626,218412,0,0.0
tensile,5,7256342,2184361,0,0.0
tensing,6,7256353,2184385,0,0.0
tension,201,7256355,2184338,3,0.014925373134328358
tensions,13,72563556,21843384,0,0.0
tensor,3,725656,218432,0,0.0
tent,519,7257,2182,36,0.06936416184971098
tentacle,3,72571142,21824761,0,0.0
tentaclelike,2,725711424342,218247616361,0,0.0
tentacles,26,725711426,218247614,0,0.0
tentacula,7,725711741,218247264,7,1.0
tentative,37,725717372,218242381,0,0.0
tentatively,80,72571737248,21824238162,0,0.0
tented,13,725722,218214,0,0.0
tenterhooks,5,72572635546,21821253364,0,0.0
tenth,20,72573,21825,0,0.0
tenths,9,725736,218254,0,0.0
tenting,3,7257353,2182385,0,0.0
tents,94,72576,21824,0,0.0
tenuous,7,7257576,2182324,0,0.0
tenure,7,725762,218221,0,0.0
tepid,15,72632,21334,0,0.0
tequila,9,7267341,2112364,1,0.1111111111111111
ter,629,726,212,6,0.009538950715421303
terai,2,72613,21243,1,0.5
teratogenic,11,72617532531,21242351837,0,0.0
terbane,15,7261152,2128481,9,0.6
terence,2,7262512,2121871,2,1.0
tergeo,4,726325,212513,4,1.0
tergether,4,726327326,212512512,0,0.0
teris,7,72636,21234,4,0.5714285714285714
term,374,7265,2128,0,0.0
termcost,2,72651567,21287342,0,0.0
termed,4,726522,212814,0,0.0
terminal,24,72653514,21283846,1,0.041666666666666664
terminally,4,7265351448,2128384662,0,0.0
terminate,4,726535172,212838421,0,0.0
terminated,15,7265351722,2128384214,0,0.0
terminating,3,72653517353,21283842385,0,0.0
termination,13,72653517355,21283842338,0,0.0
terminator,4,7265351756,2128384232,1,0.25
terminology,9,72653554538,21283836352,0,0.0
terminus,9,72653576,21283824,0,0.0
termite,2,7265372,2128321,0,0.0
termites,3,72653726,21283214,0,0.0
terms,187,72656,21284,0,0.0
terra,9,72661,21224,5,0.5555555555555556
terrace,19,7266112,2122471,9,0.47368421052631576
terraced,11,72661122,21224714,0,0.0
terraces,9,72661126,21224714,0,0.0
terracotta,3,7266115771,2122473224,0,0.0
terraform,2,726612565,212245328,0,0.0
terraformed,9,72661256522,21224532814,0,0.0
terraforming,73,726612565353,212245328385,27,0.3698630136986301
terrain,23,7266135,2122438,0,0.0
terran,6,726615,212248,2,0.3333333333333333
terrariums,2,7266163756,2122423284,0,0.0
terrazzo,3,72661885,21224773,0,0.0
terrence,49,72662512,21221871,31,0.6326530612244898
terrestrial,3,72662676314,21221422346,0,0.0
terri,313,72663,21223,264,0.8434504792332268
terriblc,2,72663141,21223867,0,0.0
terrible,544,72663142,21223861,1,0.001838235294117647
terribly,105,72663148,21223862,0,0.0
terrier,9,7266326,2122312,0,0.0
terrific,44,72663231,21223537,0,0.0
terrifically,3,726632311448,212235374662,0,0.0
terrified,287,726632322,212235314,0,0.0
terrifies,2,726632326,212235314,0,0.0
terrify,8,7266328,2122352,0,0.0
terrifying,80,7266328353,2122352385,0,0.0
terrifyingly,6,726632835348,212235238562,0,0.0
terrine,3,7266352,2122381,0,0.0
territorial,9,72663756314,21223232346,5,0.5555555555555556
territories,6,72663756326,21223232314,0,0.0
territory,76,726637568,212232322,0,0.0
terrologist,4,72665453367,21223635342,0,0.0
terrology,2,726654538,212236352,1,0.5
terror,318,726656,212232,1,0.0031446540880503146
terrorised,2,7266563622,2122323414,0,0.0
terrorism,3,726656365,212232348,0,0.0
terrorist,11,726656367,212232342,0,0.0
terrorists,18,7266563676,2122323424,0,0.0
terrorize,6,726656382,212232371,0,0.0
terrorized,16,7266563822,2122323714,0,0.0
terrorizing,7,72665638353,21223237385,0,0.0
terrors,10,7266566,2122324,0,0.0
terry,34,72668,21222,30,0.8823529411764706
tersa,10,72661,21244,7,0.7
terse,8,72662,21241,0,0.0
tersely,15,7266248,2124162,0,0.0
tertiary,3,72673168,21223422,0,0.0
tesco,2,72615,21473,2,1.0
teseo,12,72625,21413,8,0.6666666666666666
tess,5,7266,2144,3,0.6
tessa,377,72661,21444,285,0.7559681697612732
tessellated,4,72662441722,21441664214,0,0.0
tesslev,2,7266427,2144618,0,0.0
test,353,7267,2142,13,0.036827195467422094
testament,15,726715257,214248182,11,0.7333333333333333
tested,97,726722,214214,0,0.0
tester,2,726726,214212,1,0.5
testers,8,7267266,2142124,0,0.0
testicles,5,726731426,214237614,0,0.0
testicular,2,7267317416,2142372642,0,0.0
testified,18,726732322,214235314,0,0.0
testify,31,7267328,2142352,0,0.0
testily,16,7267348,2142362,0,0.0
testimonial,4,72673555314,21423838346,0,0.0
testimonials,3,726735553146,214238383464,0,0.0
testimonies,2,72673555326,21423838314,0,0.0
testimony,53,726735558,214238382,0,0.0
testing,83,7267353,2142385,0,0.0
testosterone,4,726756726552,214234212381,0,0.0
tests,85,72676,21424,2,0.023529411764705882
testy,7,72678,21422,0,0.0
tesy,7,7268,2142,6,0.8571428571428571
tete,3,7272,2121,0,0.0
tetering,2,72726353,21212385,0,0.0
tether,13,727326,212512,0,0.0
tethered,31,72732622,21251214,0,0.0
tethering,2,727326353,212512385,0,0.0
tetra,2,72761,21224,2,1.0
tetranitro,3,7276153765,2122483223,0,0.0
tetsu,12,72767,21242,11,0.9166666666666666
teutonic,2,72775531,21223837,1,0.5
texas,8,72816,21744,5,0.625
text,48,7287,2172,0,0.0
textbook,23,72871554,21728336,0,0.0
textbooks,10,728715546,217283364,0,0.0
texted,15,728722,217214,0,0.0
textile,2,7287342,2172361,0,0.0
texting,2,7287353,2172385,0,0.0
texts,10,72876,21724,0,0.0
texture,19,7287762,2172221,0,0.0
textured,2,72877622,21722214,0,0.0
textures,2,72877626,21722214,0,0.0
tfw,6,728,251,0,0.0
th,216,73,25,0,0.0
tha,110,731,254,0,0.0
thaddis,2,7312236,2544434,2,1.0
thai,5,7313,2543,2,0.4
thailand,2,73134152,25436484,2,1.0
thames,27,731526,254814,27,1.0
than,7566,7315,2548,0,0.0
thanher,2,7315326,2548512,0,0.0
thani,2,73153,25483,0,0.0
thank,1955,73154,25486,308,0.15754475703324808
thanked,48,7315422,2548614,0,0.0
thankee,4,7315422,2548611,0,0.0
thankful,30,73154274,25486526,0,0.0
thankfully,36,7315427448,2548652662,1,0.027777777777777776
thankfulness,5,731542745266,254865268144,0,0.0
thanking,15,73154353,25486385,0,0.0
thankless,5,731544266,254866144,0,0.0
thanks,1247,731546,254864,217,0.1740176423416199
thanksgiving,112,731546337353,254864538385,101,0.9017857142857143
thanksgivings,5,7315463373536,2548645383854,5,1.0
thanksss,2,73154666,25486444,0,0.0
thanphlegm,2,7315634235,2548356158,0,0.0
thanthat,2,73157317,25482542,0,0.0
thanthey,2,73157328,25482512,0,0.0
thar,2,7316,2542,0,0.0
tharp,3,73166,25423,1,0.3333333333333333
that,66929,7317,2542,1511,0.022576162799384424
thataboy,2,73171158,25424832,2,1.0
thataguamenti,2,7317137152573,2542452481823,0,0.0
thatall,3,7317144,2542466,0,0.0
thataway,3,73171818,25424142,0,0.0
thatblood,3,731714552,254286334,0,0.0
thatbombyx,2,7317155188,2542838827,0,0.0
thatch,11,731713,254275,0,0.0
thatched,6,73171322,25427514,0,0.0
thate,2,73172,25421,0,0.0
thathad,3,7317312,2542544,0,0.0
thathe,4,731732,254251,0,0.0
thathere,2,73173262,25425121,0,0.0
thathorse,2,731735662,254253241,0,0.0
thati,7,73173,25423,0,0.0
thatif,3,731732,254235,0,0.0
thatis,4,731736,254234,0,0.0
thatkind,2,73174352,25426384,0,0.0
thatmissed,2,7317536622,2542834414,0,0.0
thatnew,2,7317528,2542811,0,0.0
thats,2,73176,25424,0,0.0
thatschool,2,7317613554,2542475336,0,0.0
thatsectumsempra,2,7317621775625661,2542417228418324,0,0.0
thatshe,2,7317632,2542451,0,0.0
thatsome,2,73176552,25424381,0,0.0
thatstudy,2,731767728,254242242,0,0.0
thatterrible,2,731772663142,254221223861,0,0.0
thatunfixed,2,73177523822,25422853714,0,0.0
thatwas,10,7317816,2542144,0,0.0
thatwasn,4,73178165,25421448,0,0.0
thatwe,5,731782,254211,0,0.0
thatyes,2,7317826,2542214,0,0.0
thatyou,4,7317857,2542232,0,0.0
thatyour,6,73178576,25422322,0,0.0
thaumaturgic,2,731751776331,254284222537,0,0.0
thaumaturgy,2,73175177638,25428422252,0,0.0
thave,6,73172,25481,0,0.0
thaw,8,7318,2541,0,0.0
thawed,15,731822,254114,0,0.0
thawing,4,7318353,2541385,0,0.0
thaws,2,73186,25414,0,0.0
thay,2,7318,2542,0,0.0
the,273258,732,251,3531,0.012921854071975936
theamaterasu,16,732151726167,251484212442,0,0.0
theapocalypse,3,7321651148662,2514337462341,0,0.0
theariel,112,73216324,25142316,0,0.0
thearmageddon,3,7321651322255,2514284514438,0,0.0
thearsashi,4,7321661633,2514244453,0,0.0
theater,35,7321726,2514212,9,0.2571428571428571
theaters,4,73217266,25142124,0,0.0
theatre,19,7321762,2514221,7,0.3684210526315789
theatrical,9,7321763114,2514223746,0,0.0
theatrically,2,732176311448,251422374662,0,0.0
theauthority,2,732177356378,251422532322,0,0.0
thebombyx,3,732155188,251838827,0,0.0
thec,2,7321,2517,0,0.0
thechest,2,73213267,25175142,0,0.0
thechosen,4,732135625,251753418,0,0.0
thecircle,3,732136142,251732761,0,0.0
theclutter,2,7321477726,2517622212,0,0.0
thecorona,2,732156551,251732384,0,0.0
thecourtesy,2,73215767268,25173222142,0,0.0
thedaily,155,73221348,25144362,0,0.0
thedanui,10,73221573,25144823,0,0.0
thedevil,3,73222734,25141836,0,0.0
thedoor,3,7322556,2514332,0,0.0
thee,15,7322,2511,0,0.0
theend,3,732252,251184,0,0.0
theenk,6,732254,251186,0,0.0
theenking,2,732254353,251186385,0,0.0
theevening,6,7322725353,2511818385,0,0.0
thefront,2,73226557,25152382,0,0.0
theft,66,73227,25152,0,0.0
thefts,2,732276,251524,0,0.0
thefuture,3,732277762,251522221,0,0.0
theg,4,7323,2515,0,0.0
thegazette,6,7323182772,2515471221,0,0.0
thegeneral,12,7323252614,2515181246,0,0.0
thegloria,5,732345631,251563234,0,0.0
thegood,2,7323552,2515334,0,0.0
theground,2,732365752,251523284,0,0.0
theguardian,2,73237162315,25152424348,0,0.0
thehalf,2,7323142,2515465,0,0.0
thehealer,2,732321426,251514612,0,0.0
thehell,12,7323244,2515166,0,0.0
thehermes,2,732326526,251512814,0,0.0
thehigh,2,7323333,2515355,0,0.0
thehjadd,9,73234122,25156444,0,0.0
thehunt,2,7323757,2515282,0,0.0
thei,3,7323,2513,0,0.0
theidris,85,73232636,25134234,0,0.0
theinside,2,732356322,251384341,0,0.0
their,11903,73236,25132,18,0.0015122238091237502
theirfreedom,2,732362622255,251325211438,0,0.0
theirglasses,2,732363416626,251325644414,0,0.0
theirlatest,2,73236417267,25132642142,0,0.0
theirs,85,732366,251324,0,0.0
theist,2,732367,251342,0,0.0
thejayhawk,3,7324183184,2516425416,0,0.0
thejolly,2,73245448,25163662,0,0.0
thekestrel,38,7324267624,2516142216,0,0.0
thekua,3,732471,251624,0,0.0
thekurin,6,73247635,25162238,0,0.0
thelady,4,7324128,2516442,0,0.0
thelake,2,7324142,2516461,0,0.0
thelast,3,7324167,2516442,0,0.0
thelaw,2,732418,251641,0,0.0
them,16275,7325,2518,18,0.0011059907834101382
themall,3,7325144,2518466,0,0.0
theman,2,732515,251848,0,0.0
thematter,2,732517726,251842212,0,0.0
themback,2,73251114,25188476,0,0.0
theme,47,73252,25181,0,0.0
themen,2,732525,251818,0,0.0
themes,6,732526,251814,0,0.0
themiddle,2,732532242,251834461,0,0.0
themimbulus,4,73253517476,25183882624,0,0.0
theministry,2,73253536768,25183834222,0,0.0
themnow,3,7325558,2518831,0,0.0
themoment,2,732555257,251838182,0,0.0
themorath,3,732556173,251832425,0,0.0
themselves,925,7325624726,2518416814,1,0.001081081081081081
themuffliato,8,732572243175,251825563423,0,0.0
themwas,2,7325816,2518144,0,0.0
themy,2,73258,25182,0,0.0
then,13255,7325,2518,240,0.018106374952847983
thence,7,732512,251871,0,0.0
thenews,5,7325286,2518114,0,0.0
thenord,3,7325562,2518324,0,0.0
thensomeone,2,73256552552,25184381381,0,0.0
theobalds,5,732511426,251384644,5,1.0
theodore,13,73252562,25134321,10,0.7692307692307693
theold,4,732542,251364,0,0.0
theologians,2,73254533156,25136353484,0,0.0
theological,20,73254533114,25136353746,2,0.1
theologically,8,7325453311448,2513635374662,0,0.0
theology,11,73254538,25136352,0,0.0
theon,2,73255,25138,0,0.0
theonly,2,7325548,2513862,0,0.0
theoracle,8,732561142,251324761,0,0.0
theorem,3,7325625,2513218,2,0.6666666666666666
theoretical,20,73256273114,25132123746,0,0.0
theoretically,7,7325627311448,2513212374662,0,0.0
theories,83,73256326,25132314,2,0.024096385542168676
theorise,2,73256362,25132341,0,0.0
theorists,3,732563676,251323424,0,0.0
theorize,2,73256382,25132371,0,0.0
theorized,2,732563822,251323714,0,0.0
theorizing,4,7325638353,2513237385,0,0.0
theory,266,732568,251322,28,0.10526315789473684
theother,9,73257326,25132512,0,0.0
theowane,51,73258152,25131481,24,0.47058823529411764
thepeople,3,732625642,251313361,0,0.0
theperegrine,54,732626236352,251312152381,0,0.0
thepioneer,12,7326355226,2513338112,0,0.0
thepoint,2,73265357,25133382,0,0.0
thepolice,4,732654312,251336371,0,0.0
thepops,2,7326566,2513334,0,0.0
thepride,10,73266322,25132341,0,0.0
theprince,45,732663512,251323871,0,0.0
theprincess,4,73266351266,25132387144,0,0.0
theprofessora,2,7326652266561,2513235144324,0,0.0
theprophet,66,7326656327,2513233512,0,0.0
thepublic,2,732671431,251328637,0,0.0
thequaffle,2,7326712242,2511245561,0,0.0
thequibbler,2,73267311426,25112388612,0,0.0
ther,2,7326,2512,0,0.0
theragnar,2,732613516,251245842,0,0.0
therapeutic,6,73261627731,25124312237,0,0.0
therapies,3,732616326,251243314,0,0.0
therapist,24,732616367,251243342,1,0.041666666666666664
therapists,2,7326163676,2512433424,1,0.5
therapy,59,7326168,2512432,0,0.0
there,19960,73262,25121,537,0.026903807615230462
thereafter,59,7326212726,2512145212,0,0.0
thereare,5,73262162,25121421,0,0.0
thereason,2,732621655,251214438,0,0.0
thereby,15,7326218,2512182,0,0.0
therefore,396,732622562,251215321,0,0.0
therein,26,7326235,2512138,0,0.0
thereis,4,7326236,2512134,0,0.0
thereit,2,7326237,2512132,0,0.0
thereof,7,7326252,2512135,0,0.0
thereought,2,7326257337,2512132552,0,0.0
theresa,13,7326261,2512144,11,0.8461538461538461
thereto,3,7326275,2512123,0,0.0
thereupon,2,732627655,251212338,0,0.0
therewas,10,73262816,25121144,0,0.0
thereweren,2,7326282625,2512111218,0,0.0
theright,3,73263337,25123552,0,0.0
thermal,15,7326514,2512846,1,0.06666666666666667
thermometer,2,73265552726,25128381212,0,0.0
thermos,7,7326556,2512834,1,0.14285714285714285
thermostat,2,7326556717,2512834242,0,0.0
therock,2,7326514,2512376,0,0.0
theromantic,2,73265515731,25123848237,0,0.0
therose,5,7326562,2512341,0,0.0
therudra,21,73267261,25122424,0,0.0
theruin,2,7326735,2512238,0,0.0
therumors,2,732675566,251228324,0,0.0
thesaurus,4,732617676,251442224,0,0.0
these,3426,73262,25141,59,0.017221249270286048
thesea,5,732621,251414,0,0.0
thesecond,2,732621552,251417384,0,0.0
thesectumsempra,2,732621775625661,251417228418324,0,0.0
thesis,5,732636,251434,0,0.0
thesorenta,5,7326562571,2514321824,0,0.0
thestandard,2,73267152162,25142484424,0,0.0
thestral,39,73267614,25142246,29,0.7435897435897436
thestrals,63,732676146,251422464,50,0.7936507936507936
thesun,4,732675,251428,0,0.0
thesunday,3,732675218,251428442,0,0.0
thetebo,2,7327215,2512183,0,0.0
thetexas,3,73272816,25121744,0,0.0
thethird,3,73273362,25125324,0,0.0
thetime,4,7327352,2512381,0,0.0
thetimes,3,73273526,25123814,0,0.0
thetriumph,96,7327637563,2512232835,0,0.0
thetwilight,4,73278343337,25121363552,0,0.0
theubermindist,3,73271265352367,25128128384342,0,0.0
theupcoming,2,73276155353,25123738385,0,0.0
theweapon,2,732821655,251114338,0,0.0
theweather,2,7328217326,2511142512,0,0.0
thewhat,5,7328317,2511542,0,0.0
thewhole,6,73283542,25115361,0,0.0
thewords,2,73285626,25113244,0,0.0
theworld,3,73285642,25113264,0,0.0
they,27387,7328,2512,562,0.020520684996531202
theyall,2,7328144,2512466,0,0.0
theyare,10,7328162,2512421,0,0.0
theyarrow,4,732816658,251242231,0,0.0
theyarvil,18,732816734,251242836,0,0.0
theyboth,2,73281573,25128325,0,0.0
theycan,4,7328115,2512748,0,0.0
theycarried,2,73281166322,25127422314,0,0.0
theycould,2,732815742,251273264,0,0.0
theydid,4,7328232,2512434,0,0.0
theydo,2,732825,251243,0,0.0
theyhad,12,7328312,2512544,0,0.0
theylured,2,732847622,251262214,0,0.0
theymean,2,73285215,25128148,0,0.0
theymight,5,732853337,251283552,0,0.0
theyturned,3,7328776522,2512222814,0,0.0
theywere,14,73288262,25121121,0,0.0
thick,745,73314,25376,0,0.0
thicken,5,7331425,2537618,0,0.0
thickened,22,733142522,253761814,0,0.0
thickening,23,7331425353,2537618385,0,0.0
thicker,42,7331426,2537612,0,0.0
thickest,5,73314267,25376142,0,0.0
thicket,11,7331427,2537612,1,0.09090909090909091
thickets,5,73314276,25376124,0,0.0
thickey,3,7331428,2537612,3,1.0
thickheaded,3,73314321222,25376514414,0,0.0
thickly,111,7331448,2537662,0,0.0
thickness,13,733145266,253768144,0,0.0
thicknesse,19,7331452662,2537681441,18,0.9473684210526315
thickset,14,73314627,25376412,0,0.0
thickship,4,733146336,253764533,0,0.0
thief,117,73322,25315,5,0.042735042735042736
thievery,5,73327268,25318122,0,0.0
thieves,53,7332726,2531814,0,0.0
thievin,2,7332735,2531838,0,0.0
thieving,12,73327353,25318385,2,0.16666666666666666
thigh,78,73333,25355,1,0.01282051282051282
thighbone,5,733331552,253558381,0,0.0
thighbones,5,7333315526,2535583814,0,0.0
thighmaster,2,73333516726,25355844212,0,0.0
thighs,24,733336,253554,0,0.0
thimble,3,7335142,2538861,0,0.0
thin,807,7335,2538,3,0.0037174721189591076
thing,3724,73353,25385,12,0.00322234156820623
thinghad,2,73353312,25385544,0,0.0
thinghe,2,7335332,2538551,0,0.0
things,2851,733536,253854,28,0.009821115398105928
thingsare,2,733536162,253854421,0,0.0
thingy,9,733538,253852,3,0.3333333333333333
